feature,n_PH,n_nonPH,PH_mean,nonPH_mean,cohen_d,boot_d_ci_lo,boot_d_ci_hi,mwu_u,p_raw,p_holm,holm_sig,p_fdr,fdr_sig,abs_d
vein_diam_skew,163,27,1.6512000056132217,1.723644800760128,-0.10171774758626205,-0.4746316920386486,0.3485429702253617,1906.0,0.26664374913705713,1.0,False,0.43678785572927453,False,0.10171774758626205
artery_mean_HU,162,27,-13.734562149018418,1.7839569703296376,-0.10016863221511127,-0.3060323201024845,0.14224703202028466,2295.0,0.6829129570771673,1.0,False,0.7936555987653566,False,0.10016863221511127
basal_LAA_910_frac,157,27,0.2115351011750705,0.22977077784151229,-0.09126294294612139,-0.559100794856346,0.3653320899433594,2036.0,0.7454257596335164,1.0,False,0.8258461665801307,False,0.09126294294612139
vein_tort_sd,163,27,0.18100201311104133,0.186598552873841,-0.08774370915820616,-0.5217338009363893,0.2662243556538816,2059.0,0.5942118221096064,1.0,False,0.7245049245867345,False,0.08774370915820616
artery_persH0_n_pairs,163,27,495.92638036809814,499.0,-0.08471763180667441,-0.17068959136066542,-0.0843776868114996,2160.0,0.48397409824465043,1.0,False,0.6574827393709112,False,0.08471763180667441
artery_p95_HU,162,27,357.2654320987654,342.037037037037,0.07956305305017781,-0.1724373593453586,0.38081388815201245,2634.0,0.08974889728721389,1.0,False,0.20047805627793233,False,0.07956305305017781
airway_len_p25_legR17,157,27,12.11995326713392,12.243994730490225,-0.07945785331146309,-0.4132090034009627,0.2990720253356596,1873.0,0.33590151955980563,1.0,False,0.5067987838972506,False,0.07945785331146309
artery_persH1_max,163,27,28.996618002289235,29.7375555037002,-0.07190304191216045,-0.4423593232003126,0.24826768527041004,2054.0,0.5811990631961144,1.0,False,0.7243930352879107,False,0.07190304191216045
vein_diam_sd,163,27,3.2352588681355576,3.3352035924240395,-0.06830463933653849,-0.5565882189904755,0.3933820451368068,2145.0,0.8353793783200917,1.0,False,0.8869460066114554,False,0.06830463933653849
vein_mean_HU,157,27,-10.133173750084676,-15.770834035343594,0.06721373168461613,-0.6476843790955221,0.6731023280917273,1720.0,0.11857205877168397,1.0,False,0.23714411754336792,False,0.06721373168461613
vein_max_degree,163,27,6.969325153374233,7.037037037037037,-0.06471590335043173,-0.4929609266434159,0.34461123284169576,2113.0,0.7053470719815966,1.0,False,0.8052417347088795,False,0.06471590335043173
vein_diam_mean,163,27,5.096088769245733,5.019041714844881,0.062052245565573774,-0.3552534790954044,0.4972872452457109,2323.0,0.6448312290739973,1.0,False,0.7649032510395002,False,0.062052245565573774
artery_diam_p25,163,27,3.000800245744319,2.9710133737987943,0.056350632721835575,-0.2948002528948065,0.38320021535185445,2213.5,0.9623295380290188,1.0,False,0.9794123108934393,False,0.056350632721835575
artery_diam_p50,163,27,4.207597788126191,4.249031124291597,-0.05576303842427567,-0.3901116433994807,0.26696490919557236,2028.5,0.5169943855017056,1.0,False,0.6685942429044615,False,0.05576303842427567
airway_len_p10_legR17,157,27,7.601641292632766,7.666291915045845,-0.052703345281191506,-0.4286122384624259,0.3418636810895675,1939.0,0.4813591814035403,1.0,False,0.6574827393709112,False,0.052703345281191506
vein_p95_HU,157,27,305.1783439490446,300.81481481481484,0.05227671414884186,-0.35360947257082553,0.4706738820921095,1983.5,0.5960683232292382,1.0,False,0.7245049245867345,False,0.05227671414884186
artery_tort_p90,163,27,1.3536313883366027,1.357474912537469,-0.04862445063696181,-0.5779284333069766,0.5589376363756148,2416.0,0.41659776988354325,1.0,False,0.6072442069488935,False,0.04862445063696181
artery_branch_per_node,163,27,0.41555942545164587,0.41785257266837694,-0.038592892732931934,-0.31764243144602045,0.2830893770854009,2384.0,0.48928948046207343,1.0,False,0.6574827393709112,False,0.038592892732931934
artery_diam_p10,163,27,2.241356639993703,2.2256280077828303,0.037440471155382946,-0.3242849787436486,0.39453443592413057,2192.0,0.975885328138362,1.0,False,0.9873663319988133,False,0.037440471155382946
artery_tortuosity_proxy,163,27,1.850670486408078,1.8545982276660884,-0.03654575078226209,-0.3326818339185257,0.30365954423849967,2358.0,0.5530473176859917,1.0,False,0.704627009723708,False,0.03654575078226209
whole_LAA_950_frac,163,27,0.06879130906482751,0.07202853544026484,-0.03583702993338855,-0.44349871079519904,0.31490188254547646,2117.0,0.7538246985644217,1.0,False,0.8258461665801307,False,0.03583702993338855
artery_mean_degree,163,27,3.6732493551477523,3.6807494472818525,-0.03157935838204259,-0.3121499858143665,0.3024929978422027,2384.5,0.4881041625411219,1.0,False,0.6574827393709112,False,0.03157935838204259
vein_total_vol_proxy_mm3,163,27,56882.92511173552,58214.13062427662,-0.0313438579970523,-0.45400476769447,0.39826295764998676,2227.0,0.9217447293198814,1.0,False,0.9493418769043089,False,0.0313438579970523
vein_diam_kurt,163,27,3.4005980008950263,3.481135527292887,-0.021265875336025454,-0.3867147087072331,0.3208300683358675,2006.0,0.4635625363173187,1.0,False,0.6453067592494672,False,0.021265875336025454
airway_diam_kurt_legR17,157,27,15.612781391022311,15.456896675957573,0.018542795329590047,-0.31749976628273596,0.3601232826521822,2053.0,0.796270566411696,1.0,False,0.8506741454833027,False,0.018542795329590047
vein_tort_skew,163,27,2.7336807684298674,2.7635830949853966,-0.018096913970488324,-0.4907081444948974,0.40951059556730685,2254.0,0.8412844877238499,1.0,False,0.8877357784570685,False,0.018096913970488324
vein_diam_p90,163,27,9.397976738689868,9.341738573710128,0.016919857397033493,-0.45515408905153193,0.4698554845311003,2278.0,0.7711046140250941,1.0,False,0.8341509032221144,False,0.016919857397033493
vein_tort_kurt,163,27,13.81626063402445,14.08980033132765,-0.01638625807780548,-0.5207836951700381,0.40286582605296284,2299.0,0.7111776372348086,1.0,False,0.8052417347088795,False,0.01638625807780548
airway_lap_eig1_legR17,163,27,0.004546090515177202,0.004466091120071423,0.01620708711951052,-0.3589939654374762,0.2693851421692398,2086.0,0.6666360110505423,1.0,False,0.785352013018447,False,0.01620708711951052
artery_tort_sd,163,27,0.1708606023547108,0.17187527567148203,-0.015440416609242377,-0.5893433589215751,0.541850125660199,2554.0,0.18228728430990282,1.0,False,0.3265980510552426,False,0.015440416609242377
basal_LAA_950_frac,157,27,0.09501327254974526,0.09710815889442449,-0.014610864782640889,-0.5932023239276367,0.4797862118450537,2315.0,0.44558584761529796,1.0,False,0.6342164126713187,False,0.014610864782640889
airway_tort_p90_legR17,157,27,1.3210267095049475,1.321787463294135,-0.014537889288727592,-0.6004872687619853,0.6559276530805097,2582.0,0.07072538824750348,1.0,False,0.16177921441342413,False,0.014537889288727592
vein_total_len_mm,163,27,2120.2080985227244,2105.220709906684,0.013890812054448406,-0.4200783203884105,0.43326236712346083,2216.0,0.9548042985392406,1.0,False,0.9775377342187463,False,0.013890812054448406
airway_diam_skew_legR17,157,27,3.4048974012872977,3.4139387254361755,-0.01059732454412033,-0.3189587813965062,0.33365950385320975,2076.0,0.8664212139183515,1.0,False,0.897737643337087,False,0.01059732454412033
artery_len_sd,163,27,12.176926492913369,12.157704989115397,0.006587805255264073,-0.27058373068417774,0.2593346362863487,1912.0,0.27652670779026745,1.0,False,0.4445102218684673,False,0.006587805255264073
airway_n_components_legR17,157,27,1.0,1.0,,,,2119.5,1.0,1.0,False,1.0,False,
airway_tortuosity_proxy_legR17,157,27,2.0,2.0,,,,2119.5,1.0,1.0,False,1.0,False,
